320,1
53,0
99,1
54,0
1073,1
200,0
359,1
91,0
1334,1
88,0
500,1
209,0
392,1
208,0
396,1
220,0
345,1
52,0
1411,1
67,0
1422,1
56,0
1314,1
194,0
371,1
239,0
376,1
207,0
1228,1
54,0
1384,1
57,0
1360,1
188,0
369,1
63,0
542,1
56,0
3543176,1
2282,0
707,1
53,0
97,1
56,0
154,1
300,0
315,1
262,0
320,1
218,0
1175,1
257,0
318,1
297,0
315,1
276,0
307,1
278,0
302,1
281,0
362,1
262,0
1169,1
258,0
291,1
53,0
51,1
54,0
1045,1
51,0
52,1
52,0
221,1
89,0
1330,1
85,0
1346,1
52,0
51,1
51,0
1062,1
63,0
1357,1
285,0
313,1
288,0
293,1
297,0
328,1
55,0
52,1
56,0
217,1
310,0
285,1
63,0
1374,1
87,0
410,1
325,0
277,1
53,0
54,1
52,0
213,1
59,0
97,1
54,0
1056,1
274,0
314,1
53,0
51,1
50,0
242,1
92,0
443,1
54,0
49,1
97,0
1000,1
294,0
278,1
257,0
353,1
274,0
332,1
251,0
1183,1
57,0
51,1
52,0
1070,1
62,0
1377,1
54,0
55,1
48,0
1048,1
54,0
1361,1
56,0
103,1
58,0
167,1
186,0
357,1
272,0
318,1
307,0
294,1
64,0
50,1
101,0
164,1
52,0
49,1
55,0
1123,1
242,0
355,1
93,0
488,1
52,0
1441,1
229,0
328,1
56,0
50,1
104,0
174,1
52,0
54,1
93,0
204,1
270,0
335,1
53,0
51,1
107,0
1092,1
192,0
357,1
55,0
1399,1
61,0
549,1
188,0
423,1
200,0
403,1
201,0
354,1
63,0
1397,1
52,0
1347,1
65,0
1362,1
193,0
405,1
196,0
1236,1
177,0
436,1
59,0
1395,1
52,0
1353,1
84,0
516,1
62,0
529,1
54,0
19088890,1
2266,0
714,1
55,0
52,1
100,0
172,1
288,0
196,1
416,0
288,1
308,0
1169,1
215,0
238,1
346,0
308,1
321,0
194,1
427,0
305,1
297,0
252,1
335,0
1155,1
294,0
283,1
57,0
51,1
54,0
1046,1
53,0
53,1
52,0
237,1
96,0
1357,1
56,0
1345,1
58,0
53,1
55,0
1054,1
57,0
52,1
49,0
216,1
294,0
306,1
284,0
298,1
306,0
1147,1
84,0
484,1
294,0
300,1
51,0
49,1
104,0
1006,1
222,0
1171,1
87,0
487,1
297,0
1135,1
316,0
1123,1
313,0
319,1
53,0
54,1
54,0
206,1
54,0
54,1
92,0
160,1
52,0
52,1
52,0
229,1
91,0
501,1
282,0
318,1
254,0
363,1
256,0
327,1
60,0
96,1
55,0
1033,1
59,0
1361,1
87,0
1392,1
60,0
1396,1
56,0
1362,1
62,0
534,1
239,0
363,1
159,0
346,1
234,0
368,1
62,0
1379,1
247,0
308,1
217,0
1221,1
216,0
370,1
61,0
543,1
53,0
1355,1
236,0
382,1
56,0
509,1
59,0
1378,1
211,0
379,1
196,0
433,1
87,0
495,1
149,0
459,1
151,0
436,1
54,0
1408,1
58,0
536,1
64,0
5097558,1
2277,0
730,1
53,0
53,1
54,0
242,1
303,0
304,1
264,0
339,1
260,0
1164,1
265,0
306,1
292,0
331,1
281,0
355,1
265,0
321,1
267,0
340,1
247,0
1209,1
227,0
284,1
99,0
1344,1
62,0
1379,1
56,0
93,1
51,0
153,1
54,0
54,1
54,0
1095,1
52,0
50,1
52,0
1063,1
52,0
52,1
54,0
211,1
281,0
357,1
270,0
342,1
264,0
1186,1
89,0
450,1
291,0
294,1
99,0
1355,1
55,0
51,1
52,0
1070,1
63,0
96,1
54,0
182,1
50,0
99,1
55,0
1087,1
267,0
340,1
89,0
374,1
58,0
1359,1
296,0
295,1
54,0
51,1
52,0
199,1
54,0
52,1
58,0
232,1
270,0
331,1
248,0
1177,1
61,0
53,1
98,0
1002,1
85,0
1344,1
56,0
1387,1
65,0
1397,1
91,0
1329,1
86,0
448,1
245,0
375,1
234,0
364,1
229,0
349,1
66,0
1399,1
215,0
327,1
217,0
1217,1
223,0
290,1
62,0
535,1
56,0
1389,1
192,0
347,1
62,0
540,1
59,0
1414,1
194,0
369,1
185,0
435,1
62,0
513,1
188,0
445,1
136,0
427,1
57,0
1409,1
89,0
541,1
91,0
