81747335,1
2254,0
712,1
53,0
54,1
99,0
163,1
330,0
288,1
336,0
272,1
303,0
1154,1
279,0
301,1
298,0
306,1
334,0
279,1
308,0
287,1
332,0
307,1
302,0
1150,1
281,0
285,1
49,0
54,1
94,0
993,1
61,0
98,1
53,0
151,1
53,0
51,1
53,0
1078,1
86,0
1343,1
57,0
54,1
52,0
1070,1
54,0
56,1
98,0
190,1
278,0
334,1
251,0
318,1
50,0
54,1
51,0
208,1
328,0
256,1
58,0
1271,1
67,0
99,1
54,0
1012,1
62,0
57,1
53,0
270,1
61,0
53,1
96,0
1029,1
300,0
299,1
85,0
54,1
50,0
150,1
55,0
51,1
106,0
177,1
52,0
53,1
101,0
193,1
52,0
103,1
56,0
235,1
284,0
320,1
304,0
1165,1
54,0
52,1
97,0
996,1
81,0
1350,1
63,0
1359,1
65,0
1388,1
56,0
54,1
52,0
1054,1
238,0
363,1
255,0
370,1
260,0
1183,1
91,0
1304,1
277,0
289,1
242,0
1200,1
244,0
358,1
56,0
559,1
61,0
1359,1
259,0
321,1
65,0
560,1
52,0
1353,1
244,0
300,1
251,0
361,1
57,0
548,1
186,0
344,1
207,0
356,1
55,0
1395,1
57,0
513,1
245,0
361,1
226,0
376,1
211,0
382,1
55,0
1353,1
62,0
1331,1
62,0
1379,1
172,0
424,1
167,0
432,1
160,0
1316,1
62,0
1373,1
96,0
1350,1
81,0
543,1
51,0
556,1
61,0
38977561,1
2339,0
683,1
54,0
49,1
52,0
271,1
288,0
313,1
295,0
291,1
286,0
1158,1
268,0
301,1
319,0
302,1
324,0
285,1
301,0
311,1
296,0
279,1
330,0
1151,1
254,0
263,1
63,0
1376,1
59,0
53,1
51,0
1046,1
281,0
255,1
54,0
52,1
52,0
1090,1
63,0
96,1
53,0
990,1
83,0
1329,1
268,0
321,1
289,0
330,1
309,0
330,1
62,0
55,1
55,0
204,1
287,0
306,1
54,0
52,1
51,0
1073,1
250,0
1164,1
53,0
50,1
94,0
162,1
57,0
49,1
53,0
1124,1
306,0
284,1
82,0
466,1
54,0
96,1
55,0
150,1
51,0
51,1
50,0
1097,1
271,0
305,1
266,0
336,1
252,0
342,1
261,0
1175,1
61,0
55,1
54,0
1071,1
54,0
100,1
52,0
994,1
90,0
1356,1
51,0
1347,1
61,0
1399,1
236,0
356,1
265,0
355,1
241,0
1215,1
61,0
93,1
55,0
159,1
55,0
54,1
51,0
1126,1
169,0
360,1
62,0
541,1
53,0
98,1
57,0
176,1
52,0
93,1
53,0
215,1
59,0
1356,1
266,0
322,1
226,0
359,1
91,0
488,1
184,0
383,1
208,0
345,1
86,0
1353,1
56,0
537,1
224,0
399,1
216,0
393,1
239,0
363,1
63,0
1384,1
54,0
1370,1
57,0
1407,1
176,0
432,1
170,0
1318,1
150,0
410,1
55,0
1317,1
67,0
1406,1
63,0
549,1
54,0
539,1
51,0
3293333,1
2293,0
719,1
53,0
95,1
52,0
157,1
328,0
313,1
295,0
321,1
297,0
1150,1
267,0
298,1
215,0
314,1
305,0
285,1
300,0
328,1
275,0
323,1
334,0
1151,1
291,0
293,1
93,0
1333,1
89,0
1304,1
55,0
53,1
104,0
164,1
55,0
51,1
49,0
1035,1
55,0
52,1
52,0
1046,1
64,0
51,1
55,0
167,1
332,0
283,1
318,0
284,1
320,0
1128,1
62,0
55,1
101,0
1033,1
55,0
52,1
56,0
1037,1
280,0
1170,1
96,0
397,1
318,0
1127,1
304,0
1106,1
313,0
294,1
60,0
52,1
51,0
214,1
59,0
94,1
51,0
166,1
56,0
52,1
97,0
177,1
50,0
55,1
99,0
253,1
257,0
329,1
263,0
1194,1
52,0
53,1
103,0
1000,1
82,0
1311,1
55,0
104,1
55,0
969,1
54,0
50,1
98,0
990,1
60,0
107,1
54,0
181,1
276,0
354,1
251,0
1224,1
57,0
1345,1
252,0
307,1
219,0
1237,1
229,0
362,1
62,0
562,1
58,0
1375,1
216,0
371,1
55,0
560,1
84,0
1328,1
234,0
354,1
227,0
363,1
61,0
542,1
210,0
380,1
192,0
385,1
54,0
1402,1
51,0
521,1
223,0
393,1
192,0
396,1
211,0
421,1
61,0
1385,1
64,0
1352,1
55,0
1391,1
81,0
524,1
98,0
507,1
124,0
1385,1
51,0
3648877,1
2292,0
716,1
55,0
54,1
100,0
166,1
320,0
301,1
319,0
289,1
297,0
1162,1
290,0
311,1
294,0
305,1
276,0
299,1
298,0
295,1
291,0
316,1
293,0
1160,1
274,0
246,1
61,0
51,1
51,0
1046,1
56,0
53,1
48,0
213,1
55,0
51,1
100,0
973,1
54,0
105,1
53,0
956,1
52,0
51,1
51,0
1063,1
295,0
304,1
270,0
308,1
280,0
334,1
52,0
52,1
52,0
238,1
285,0
296,1
55,0
53,1
52,0
1053,1
296,0
1134,1
53,0
51,1
55,0
268,1
55,0
49,1
100,0
1012,1
282,0
324,1
93,0
482,1
53,0
52,1
53,0
213,1
54,0
51,1
97,0
998,1
238,0
324,1
249,0
355,1
195,0
335,1
232,0
1215,1
58,0
1382,1
50,0
50,1
52,0
1080,1
61,0
1387,1
63,0
1368,1
98,0
1305,1
55,0
53,1
100,0
204,1
241,0
377,1
210,0
1218,1
52,0
1355,1
215,0
334,1
216,0
1223,1
243,0
370,1
55,0
555,1
60,0
1383,1
204,0
382,1
63,0
295,1
174,0
1277,1
150,0
1345,1
142,0
432,1
61,0
1412,1
64,0
514,1
68,0
593,1
65,0
2626524,1
2293,0
667,1
53,0
51,1
91,0
169,1
290,0
334,1
251,0
347,1
252,0
1174,1
255,0
325,1
278,0
321,1
266,0
334,1
272,0
303,1
263,0
365,1
253,0
1188,1
256,0
303,1
60,0
52,1
56,0
983,1
60,0
91,1
52,0
160,1
52,0
52,1
51,0
1058,1
59,0
54,1
101,0
959,1
58,0
52,1
49,0
1042,1
302,0
283,1
316,0
298,1
313,0
270,1
60,0
55,1
102,0
170,1
301,0
264,1
60,0
51,1
52,0
1063,1
300,0
1149,1
56,0
96,1
53,0
168,1
52,0
52,1
107,0
1069,1
296,0
319,1
60,0
99,1
56,0
168,1
57,0
514,1
90,0
1310,1
54,0
54,1
95,0
164,1
290,0
345,1
233,0
365,1
264,0
1187,1
55,0
1384,1
94,0
1304,1
61,0
52,1
101,0
948,1
55,0
53,1
52,0
1082,1
58,0
89,1
53,0
168,1
284,0
341,1
236,0
367,1
252,0
323,1
50,0
1422,1
222,0
322,1
261,0
1176,1
218,0
371,1
88,0
503,1
61,0
1420,1
145,0
369,1
55,0
530,1
63,0
1414,1
162,0
382,1
200,0
413,1
64,0
538,1
170,0
406,1
186,0
394,1
55,0
1411,1
54,0
552,1
129,0
489,1
116,0
516,1
107,0
457,1
89,0
1317,1
54,0
1404,1
87,0
2348629,1
2307,0
702,1
53,0
51,1
101,0
145,1
313,0
333,1
267,0
357,1
261,0
1159,1
256,0
360,1
254,0
332,1
278,0
322,1
281,0
323,1
275,0
343,1
265,0
1172,1
255,0
277,1
50,0
54,1
119,0
928,1
53,0
100,1
55,0
157,1
52,0
53,1
52,0
1100,1
61,0
52,1
56,0
1054,1
52,0
53,1
52,0
1056,1
273,0
318,1
310,0
319,1
302,0
321,1
53,0
52,1
52,0
256,1
291,0
284,1
61,0
51,1
52,0
1042,1
241,0
1188,1
54,0
51,1
102,0
165,1
55,0
50,1
51,0
1145,1
299,0
319,1
65,0
53,1
104,0
93,1
119,0
477,1
87,0
58,1
55,0
1009,1
302,0
258,1
306,0
289,1
290,0
311,1
298,0
1111,1
66,0
52,1
56,0
1021,1
61,0
102,1
52,0
964,1
57,0
50,1
100,0
989,1
63,0
95,1
53,0
1000,1
271,0
348,1
273,0
369,1
260,0
1195,1
54,0
52,1
103,0
164,1
54,0
550,1
246,0
319,1
288,0
306,1
52,0
97,1
57,0
170,1
50,0
53,1
53,0
229,1
85,0
517,1
54,0
1404,1
234,0
336,1
249,0
351,1
52,0
50,1
101,0
1041,1
236,0
315,1
55,0
53,1
52,0
1087,1
251,0
341,1
226,0
369,1
238,0
1213,1
66,0
1384,1
92,0
1343,1
56,0
1395,1
196,0
418,1
235,0
1206,1
210,0
364,1
58,0
1396,1
55,0
1384,1
56,0
537,1
53,0
541,1
58,0
1855968,1
2319,0
686,1
86,0
486,1
257,0
339,1
274,0
326,1
285,0
342,1
257,0
316,1
300,0
319,1
273,0
355,1
246,0
340,1
283,0
328,1
269,0
335,1
251,0
1178,1
256,0
291,1
83,0
1347,1
55,0
55,1
55,0
1045,1
278,0
289,1
57,0
51,1
54,0
1042,1
53,0
54,1
54,0
989,1
59,0
1344,1
305,0
319,1
302,0
297,1
296,0
332,1
54,0
51,1
104,0
164,1
303,0
275,1
55,0
51,1
103,0
999,1
253,0
1145,1
62,0
55,1
101,0
179,1
51,0
50,1
111,0
1053,1
283,0
291,1
57,0
100,1
55,0
154,1
51,0
50,1
53,0
241,1
54,0
51,1
52,0
215,1
55,0
52,1
101,0
177,1
289,0
336,1
274,0
1150,1
57,0
50,1
51,0
1042,1
56,0
52,1
53,0
1046,1
63,0
1364,1
56,0
52,1
104,0
1018,1
57,0
52,1
54,0
242,1
257,0
358,1
256,0
1182,1
60,0
1399,1
250,0
303,1
277,0
1160,1
261,0
305,1
56,0
97,1
55,0
155,1
56,0
53,1
50,0
267,1
53,0
542,1
52,0
1399,1
217,0
342,1
246,0
372,1
64,0
468,1
207,0
339,1
231,0
293,1
56,0
1376,1
56,0
558,1
203,0
394,1
199,0
406,1
215,0
332,1
98,0
1372,1
53,0
1418,1
87,0
1315,1
185,0
401,1
203,0
400,1
161,0
1315,1
58,0
1390,1
68,0
1358,1
155,0
452,1
54,0
544,1
60,0
2433850,1
2277,0
710,1
65,0
541,1
267,0
309,1
251,0
340,1
253,0
319,1
263,0
296,1
283,0
295,1
329,0
308,1
315,0
306,1
289,0
320,1
294,0
312,1
316,0
1150,1
275,0
291,1
54,0
53,1
102,0
976,1
61,0
53,1
51,0
222,1
89,0
1359,1
60,0
1355,1
52,0
52,1
106,0
964,1
65,0
52,1
57,0
224,1
290,0
310,1
281,0
325,1
304,0
1139,1
60,0
469,1
262,0
319,1
64,0
52,1
52,0
1023,1
262,0
1179,1
93,0
497,1
291,0
1150,1
273,0
1134,1
317,0
271,1
53,0
102,1
53,0
180,1
52,0
103,1
55,0
182,1
54,0
103,1
53,0
174,1
54,0
98,1
52,0
253,1
275,0
319,1
291,0
1152,1
55,0
53,1
95,0
1000,1
92,0
1299,1
53,0
51,1
106,0
988,1
51,0
1339,1
53,0
1354,1
296,0
343,1
242,0
352,1
264,0
1175,1
90,0
1321,1
292,0
272,1
258,0
1184,1
258,0
325,1
85,0
502,1
64,0
1367,1
264,0
311,1
93,0
506,1
64,0
1352,1
279,0
312,1
265,0
372,1
90,0
490,1
232,0
336,1
268,0
306,1
54,0
55,1
102,0
1001,1
240,0
391,1
224,0
389,1
191,0
1225,1
56,0
1392,1
61,0
1381,1
55,0
1403,1
223,0
398,1
223,0
1253,1
186,0
373,1
98,0
1344,1
54,0
1396,1
54,0
551,1
66,0
511,1
81,0
